O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,ONETOCCSOC_2018
29-1069.09,Preventive Medicine Physicians,17213,"Prepare preventive health reports including problem descriptions, analyses, alternative solutions, and recommendations.",Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17221,Develop or implement interventions to address behavioral causes of diseases.,Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17223,"Design, implement, or evaluate health service delivery systems to improve the health of targeted populations.",Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17220,Perform epidemiological investigations of acute and chronic diseases.,Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17225,"Provide information about potential health hazards and possible interventions to the media, the public, other health care professionals, or local, state, and federal health authorities.",Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17219,"Direct public health education programs dealing with topics such as preventable diseases, injuries, nutrition, food service sanitation, water supply safety, sewage and waste disposal, insect control, and immunizations.",Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17222,"Direct or manage prevention programs in specialty areas such as aerospace, occupational, infectious disease, and environmental medicine.",Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17215,Deliver presentations to lay or professional audiences.,Core,30,06/2010,Occupational Expert,291069
29-1069.09,Preventive Medicine Physicians,17212,Document or review comprehensive patients' histories with an emphasis on occupation or environmental risks.,Core,30,06/2010,Occupational Expert,291069
29-1069.10,Radiologists,17243,"Obtain patients' histories from electronic records, patient interviews, dictated reports, or by communicating with referring clinicians.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17242,Prepare comprehensive interpretive reports of findings.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17254,"Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17239,Review or transmit images and information using picture archiving or communications systems.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17252,"Communicate examination results or diagnostic information to referring physicians, patients, or families.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17247,"Evaluate medical information to determine patients' risk factors, such as allergies to contrast agents, or to make decisions regarding the appropriateness of procedures.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17251,"Provide counseling to radiologic patients to explain the processes, risks, benefits, or alternative treatments.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17246,"Instruct radiologic staff in desired techniques, positions, or projections.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17245,Confer with medical professionals regarding image-based diagnoses.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17250,Coordinate radiological services with other medical activities.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17248,"Document the performance, interpretation, or outcomes of all procedures performed.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17236,Establish or enforce standards for protection of patients or personnel.,Core,65,07/2012,Incumbent,291069
29-1069.10,Radiologists,17249,Develop or monitor procedures to ensure adequate quality control of images.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17241,"Recognize or treat complications during and after procedures, including blood pressure problems, pain, oversedation, or bleeding.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17237,"Administer radiopaque substances by injection, orally, or as enemas to render internal structures and organs visible on x-ray films or fluoroscopic screens.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17234,Participate in continuing education activities to maintain and develop expertise.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17231,Participate in quality improvement activities including discussions of areas where risk of error is high.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17232,Supervise and teach residents or medical students.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17226,"Implement protocols in areas such as drugs, resuscitation, emergencies, power failures, and infection control.",Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17233,Schedule examinations and assign radiologic personnel.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17229,Provide advice on types or quantities of radiology equipment needed to maintain facilities.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17230,Participate in research projects involving radiology.,Core,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17253,"Perform interventional procedures such as image-guided biopsy, percutaneous transluminal angioplasty, transhepatic biliary drainage, and nephrostomy catheter placement.",Supplemental,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17238,Administer or maintain conscious sedation during and after procedures.,Supplemental,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17240,Interpret images using computer-aided detection or diagnosis systems.,Supplemental,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17228,Serve as an offsite teleradiologist for facilities that do not have on-site radiologists.,Supplemental,65,07/2012,Incumbent,291069
29-1069.10,Radiologists,17235,Develop treatment plans for radiology patients.,Supplemental,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17227,"Treat malignant internal or external growths by exposure to radiation from radiographs (x-rays), high energy sources, or natural or synthetic radioisotopes.",Supplemental,66,07/2012,Incumbent,291069
29-1069.10,Radiologists,17244,Conduct physical examinations to inform decisions about appropriate procedures.,Supplemental,66,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17281,Diagnose or treat disorders of the musculoskeletal system.,Core,66,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17273,Order and interpret the results of laboratory tests and diagnostic imaging procedures.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17257,Advise against injured athletes returning to games or competition if resuming activity could lead to further injury.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17268,Record athletes' medical care information and maintain medical records.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17265,Record athletes' medical histories and perform physical examinations.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17276,Examine and evaluate athletes prior to participation in sports activities to determine level of physical fitness or predisposition to injuries.,Core,66,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17278,"Coordinate sports care activities with other experts including specialty physicians and surgeons, athletic trainers, physical therapists, or coaches.",Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17270,Provide education and counseling on illness and injury prevention.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17259,Participate in continuing education activities to improve and maintain knowledge and skills.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17263,"Advise athletes, trainers, or coaches to alter or cease sports practices that are potentially harmful.",Core,64,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17269,"Inform coaches, trainers, or other interested parties regarding the medical conditions of athletes.",Core,66,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17280,"Examine, evaluate and treat athletes who have been injured or who have medical problems such as exercise-induced asthma.",Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17266,Supervise the rehabilitation of injured athletes.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17267,"Refer athletes for specialized consultation, physical therapy, or diagnostic testing.",Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17272,Prescribe medications for the treatment of athletic-related injuries.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17274,"Inform athletes about nutrition, hydration, dietary supplements, or uses and possible consequences of medication.",Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17277,Develop and test procedures for dealing with emergencies during practices or competitions.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17264,Attend games and competitions to provide evaluation and treatment of activity-related injuries or medical conditions.,Core,64,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17279,"Advise coaches, trainers, or physical therapists on the proper use of exercises and other therapeutic techniques and alert them to potentially dangerous practices.",Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17258,Observe and evaluate athletes' mental well-being.,Core,64,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17255,Select and prepare medical equipment or medications to be taken to athletic competition sites.,Core,66,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17262,Conduct research in the prevention or treatment of injuries or medical conditions related to sports and exercise.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17271,"Prescribe orthotics, prosthetics, and adaptive equipment.",Core,64,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17275,Evaluate and manage chronic pain conditions.,Core,64,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17260,Develop and prescribe exercise programs such as off-season conditioning regimens.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17256,Provide coaches and therapists with assistance in selecting and fitting protective equipment.,Core,65,07/2012,Incumbent,291069
29-1069.11,Sports Medicine Physicians,17261,"Advise athletes on how substances, such as herbal remedies, could affect drug testing results.",Supplemental,64,07/2012,Incumbent,291069
29-1069.12,Urologists,17295,"Diagnose or treat diseases or disorders of genitourinary organs and tracts including erectile dysfunction (ED), infertility, incontinence, bladder cancer, prostate cancer, urethral stones, or premature ejaculation.",Core,66,07/2012,Incumbent,291069
29-1069.12,Urologists,17283,Document or review patients' histories.,Core,67,07/2012,Incumbent,291069
29-1069.12,Urologists,17293,"Order and interpret the results of diagnostic tests, such as prostate specific antigen (PSA) screening, to detect prostate cancer.",Core,66,07/2012,Incumbent,291069
29-1069.12,Urologists,17291,"Perform abdominal, pelvic, or retroperitoneal surgeries.",Core,67,07/2012,Incumbent,291069
29-1069.12,Urologists,17294,"Examine patients using equipment, such as radiograph (x-ray) machines and fluoroscopes, to determine the nature and extent of disorder or injury.",Core,66,07/2012,Incumbent,291069
29-1069.12,Urologists,17288,"Treat lower urinary tract dysfunctions using equipment such as diathermy machines, catheters, cystoscopes, and radium emanation tubes.",Core,67,07/2012,Incumbent,291069
29-1069.12,Urologists,17289,"Prescribe or administer antibiotics, antiseptics, or compresses to treat infection or injury.",Core,66,07/2012,Incumbent,291069
29-1069.12,Urologists,17284,Provide urology consultation to physicians or other health care professionals.,Core,67,07/2012,Incumbent,291069
29-1069.12,Urologists,17287,"Treat urologic disorders using alternatives to traditional surgery such as extracorporeal shock wave lithotripsy, laparoscopy, and laser techniques.",Core,67,07/2012,Incumbent,291069
29-1069.12,Urologists,17286,"Direct the work of nurses, residents, or other staff to provide patient care.",Core,66,07/2012,Incumbent,291069
29-1069.12,Urologists,17285,"Refer patients to specialists when condition exceeds experience, expertise, or scope of practice.",Core,66,07/2012,Incumbent,291069
29-1069.12,Urologists,17292,"Perform brachytherapy, cryotherapy, high intensity focused ultrasound (HIFU), or photodynamic therapy to treat prostate or other cancers.",Core,66,07/2012,Incumbent,291069
29-1069.12,Urologists,17282,Teach or train medical and clinical staff.,Core,67,07/2012,Incumbent,291069
29-1069.12,Urologists,17290,"Prescribe medications to treat patients with erectile dysfunction (ED), infertility, or ejaculation problems.",Core,67,07/2012,Incumbent,291069
29-1071.00,Physician Assistants,4073,Examine patients to obtain information about their physical condition.,Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4075,Make tentative diagnoses and decisions about management and treatment of patients.,Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4078,Prescribe therapy or medication with physician approval.,Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4077,"Administer or order diagnostic tests, such as x-ray, electrocardiogram, and laboratory tests.",Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4074,Interpret diagnostic test results for deviations from normal.,Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4076,"Obtain, compile and record patient medical data, including health history, progress notes and results of physical examination.",Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4080,"Instruct and counsel patients about prescribed therapeutic regimens, normal growth and development, family planning, emotional problems of daily living, and health maintenance.",Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4083,"Visit and observe patients on hospital rounds or house calls, updating charts, ordering therapy, and reporting back to physician.",Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4081,Provide physicians with assistance during surgery or complicated medical procedures.,Core,19,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4079,"Perform therapeutic procedures, such as injections, immunizations, suturing and wound care, and infection management.",Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4082,Supervise and coordinate activities of technicians and technical assistants.,Core,20,07/2014,Occupational Expert,291071
29-1071.00,Physician Assistants,4084,Order medical and laboratory supplies and equipment.,Supplemental,20,07/2014,Occupational Expert,291071
29-1071.01,Anesthesiologist Assistants,17301,"Provide airway management interventions including tracheal intubation, fiber optics, or ventilary support.",Core,60,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17302,"Respond to emergency situations by providing cardiopulmonary resuscitation (CPR), basic cardiac life support (BLS), advanced cardiac life support (ACLS), or pediatric advanced life support (PALS).",Core,60,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17296,"Verify availability of operating room supplies, medications, and gases.",Core,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17304,Pretest and calibrate anesthesia delivery systems and monitors.,Core,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17299,"Participate in seminars, workshops, or other professional activities to keep abreast of developments in anesthesiology.",Core,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17310,Control anesthesia levels during procedures.,Supplemental,60,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17305,"Assist anesthesiologists in monitoring of patients including electrocardiogram (EKG), direct arterial pressure, central venous pressure, arterial blood gas, hematocrit, or routine measurement of temperature, respiration, blood pressure and heart rate.",Supplemental,60,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17309,"Administer blood, blood products, or supportive fluids.",Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17300,Collect and document patients' pre-anesthetic health histories.,Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17306,Assist in the provision of advanced life support techniques including those procedures using high frequency ventilation or intra-arterial cardiovascular assistance devices.,Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17303,Monitor and document patients' progress during post-anesthesia period.,Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17311,"Administer anesthetic, adjuvant, or accessory drugs under the direction of an anesthesiologist.",Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17307,Assist anesthesiologists in performing anesthetic procedures such as epidural and spinal injections.,Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17297,"Provide clinical instruction, supervision or training to staff in areas such as anesthesia practices.",Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17308,"Assist in the application of monitoring techniques such as pulmonary artery catheterization, electroencephalographic spectral analysis, echocardiography, and evoked potentials.",Supplemental,61,07/2012,Incumbent,291071
29-1071.01,Anesthesiologist Assistants,17298,Collect samples or specimens for diagnostic testing.,Supplemental,60,07/2012,Incumbent,291071
29-1081.00,Podiatrists,7851,"Surgically treat conditions such as corns, calluses, ingrown nails, tumors, shortened tendons, bunions, cysts, and abscesses.",Core,55,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7849,"Diagnose diseases and deformities of the foot using medical histories, physical examinations, x-rays, and laboratory test results.",Core,55,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7850,"Prescribe medications, corrective devices, physical therapy, or surgery.",Core,56,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7852,Advise patients about treatments and foot care techniques necessary for prevention of future problems.,Core,56,07/2011,Incumbent,291081
29-1081.00,Podiatrists,20122,"Treat bone, muscle, and joint disorders affecting the feet and ankles.",Core,56,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7853,"Refer patients to physicians when symptoms indicative of systemic disorders, such as arthritis or diabetes, are observed in feet and legs.",Core,55,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7855,Make and fit prosthetic appliances.,Core,55,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7854,Correct deformities by means of plaster casts and strapping.,Core,55,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7856,"Perform administrative duties such as hiring employees, ordering supplies, and keeping records.",Core,56,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7857,"Educate the public about the benefits of foot care through techniques such as speaking engagements, advertising, and other forums.",Core,55,07/2011,Incumbent,291081
29-1081.00,Podiatrists,7858,"Treat deformities using mechanical methods, such as whirlpool or paraffin baths, and electrical methods, such as short wave and low voltage currents.",Core,55,07/2011,Incumbent,291081
29-1122.00,Occupational Therapists,347,Complete and maintain necessary records.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,349,Test and evaluate patients' physical and mental abilities and analyze medical data to determine realistic rehabilitation goals for patients.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,15231,Train caregivers how to provide for the needs of a patient during and after therapy.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,348,Evaluate patients' progress and prepare reports that detail progress.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,351,"Plan, organize, and conduct occupational therapy programs in hospital, institutional, or community settings to help rehabilitate those impaired because of illness, injury or psychological or developmental problems.",Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,350,Select activities that will help individuals learn work and life-management skills within limits of their mental or physical capabilities.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,352,"Recommend changes in patients' work or living environments, consistent with their needs and capabilities.",Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,357,"Design and create, or requisition, special supplies and equipment, such as splints, braces, and computer-aided adaptive equipment.",Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,355,"Develop and participate in health promotion programs, group activities, or discussions to promote client health, facilitate social adjustment, alleviate stress, and prevent physical or mental disability.",Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,353,Consult with rehabilitation team to select activity programs or coordinate occupational therapy with other therapeutic activities.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,359,"Lay out materials such as puzzles, scissors and eating utensils for use in therapy, and clean and repair these tools after therapy sessions.",Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,358,Plan and implement programs and social activities to help patients learn work or school skills and adjust to handicaps.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,354,"Help clients improve decision making, abstract reasoning, memory, sequencing, coordination, and perceptual skills, using computer programs.",Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,356,Provide training and supervision in therapy techniques and objectives for students or nurses and other medical staff.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,361,Conduct research in occupational therapy.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,360,Advise on health risks in the workplace or on health-related transition to retirement.,Core,21,07/2014,Occupational Expert,291122
29-1122.00,Occupational Therapists,362,Provide patients with assistance in locating or holding jobs.,Supplemental,21,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17336,"Teach cane skills including cane use with a guide, diagonal techniques, and two-point touches.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17346,"Train clients to use tactile, auditory, kinesthetic, olfactory, and propioceptive information.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17351,"Assess clients' functioning in areas such as vision, orientation and mobility skills, social and emotional issues, cognition, physical abilities, and personal goals.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17345,Teach clients to travel independently using a variety of actual or simulated travel situations or exercises.,Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17348,Monitor clients' progress to determine whether changes in rehabilitation plans are needed.,Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17350,"Develop rehabilitation or instructional plans collaboratively with clients, based on results of assessments, needs, and goals.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17355,"Recommend appropriate mobility devices or systems such as human guides, dog guides, long canes, electronic travel aids (ETAs), and other adaptive mobility devices (AMDs).",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17352,"Train clients with visual impairments to use mobility devices or systems such as human guides, dog guides, electronic travel aids (ETAs), and other adaptive mobility devices (AMDs).",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17342,"Collaborate with specialists, such as rehabilitation counselors, speech pathologists, and occupational therapists, to provide client solutions.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17338,"Provide consultation, support, or education to groups such as parents and teachers.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17339,"Participate in professional development activities such as reading literature, continuing education, attending conferences, and collaborating with colleagues.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17347,"Train clients to use adaptive equipment such as large print, reading stands, lamps, writing implements, software, and electronic devices.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17349,"Write reports or complete forms to document assessments, training, progress, or follow-up outcomes.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17343,Administer tests and interpret test results to develop rehabilitation plans for clients.,Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17337,"Refer clients to services, such as eye care, health care, rehabilitation, and counseling, to enhance visual and life functioning or when condition exceeds scope of practice.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17354,"Teach independent living skills or techniques such as adaptive eating, medication management, diabetes management, and personal management.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17340,"Obtain, distribute, or maintain low vision devices.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17353,"Identify visual impairments related to basic life skills in areas such as self-care, literacy, communication, health management, home management, and meal preparation.",Core,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17344,Train clients to read or write Braille.,Supplemental,25,07/2014,Occupational Expert,291122
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",17341,"Design instructional programs to improve communication using devices such as slates and styluses, braillers, keyboards, adaptive handwriting devices, talking book machines, digital books, and optical character readers (OCRs).",Supplemental,25,07/2014,Occupational Expert,291122
29-1123.00,Physical Therapists,363,"Plan, prepare, or carry out individually designed programs of physical treatment to maintain, improve, or restore physical functioning, alleviate pain, or prevent physical dysfunction in patients.",Core,132,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,364,"Perform and document an initial exam, evaluating data to identify problems and determine a diagnosis prior to intervention.",Core,130,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,365,Evaluate effects of treatment at various stages and adjust treatments to achieve maximum benefit.,Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,374,"Identify and document goals, anticipated progress, and plans for reevaluation.",Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,370,"Record prognosis, treatment, response, and progress in patient's chart or enter information into computer.",Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,371,Obtain patients' informed consent to proposed interventions.,Core,128,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,373,"Test and measure patient's strength, motor development and function, sensory perception, functional capacity, or respiratory or circulatory efficiency and record data.",Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,369,Review physician's referral and patient's medical records to help determine diagnosis and physical therapy treatment required.,Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,372,Discharge patient from physical therapy when goals or projected outcomes have been attained and provide for appropriate follow-up care or referrals.,Core,132,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,367,Instruct patient and family in treatment procedures to be continued at home.,Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,366,"Administer manual exercises, massage, or traction to help relieve pain, increase patient strength, or decrease or prevent deformity or crippling.",Core,132,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,377,"Direct, supervise, assess, and communicate with supportive personnel.",Core,132,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,20407,Inform patients and refer to appropriate practitioners when diagnosis reveals findings outside physical therapy.,Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,375,"Provide information to the patient about the proposed intervention, its material risks and expected benefits, and any reasonable alternatives.",Core,128,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,368,"Confer with the patient, medical practitioners, or appropriate others to plan, implement, or assess the intervention program.",Core,132,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,381,"Provide educational information about physical therapy or physical therapists, injury prevention, ergonomics, or ways to promote health.",Core,128,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,378,"Administer treatment involving application of physical agents, using equipment, moist packs, ultraviolet or infrared lamps, or ultrasound machines.",Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,379,Teach physical therapy students or those in other health professions.,Core,132,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,382,Refer clients to community resources or services.,Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,380,"Evaluate, fit, or adjust prosthetic or orthotic devices or recommend modification to orthotist.",Core,132,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,383,Conduct or support research and apply research findings to practice.,Core,129,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,384,Participate in community or community agency activities or help to formulate public policy.,Core,131,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,386,Direct group rehabilitation activities.,Supplemental,130,07/2013,Incumbent,291123
29-1123.00,Physical Therapists,385,"Construct, maintain, or repair medical supportive devices.",Supplemental,132,07/2013,Incumbent,291123
29-1124.00,Radiation Therapists,4086,"Position patients for treatment with accuracy, according to prescription.",Core,103,07/2013,Incumbent,291124
29-1124.00,Radiation Therapists,4085,"Administer prescribed doses of radiation to specific body parts, using radiation therapy equipment according to established practices and standards.",Core,103,07/2013,Incumbent,291124
29-1124.00,Radiation Therapists,4088,"Follow principles of radiation protection for patient, self, and others.",Core,102,07/2013,Incumbent,291124
