ONETOCCSOC_2018,O*NET-SOC Code,Title,Date,INR,IR,PNR,PR
513011,51-3011.00,Bakers,07/2015,0.0625,0,0.1875,0.75
513091,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",06/2006,0,0,0.181818181818182,0.818181818181818
513092,51-3092.00,Food Batchmakers,07/2011,0,0,0.2,0.8
513093,51-3093.00,Food Cooking Machine Operators and Tenders,07/2011,0,0.0769230769230769,0.0769230769230769,0.846153846153846
514021,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",07/2015,0,0,0.5,0.5
514022,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",06/2006,0.142857142857143,0,0.285714285714286,0.571428571428571
514023,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",06/2006,0.0714285714285714,0.0714285714285714,0.142857142857143,0.714285714285714
514031,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",07/2015,0,0,0.0555555555555556,0.944444444444444
514033,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",06/2006,0,0,0.333333333333333,0.666666666666667
514041,51-4041.00,Machinists,07/2012,0.0476190476190476,0,0.380952380952381,0.571428571428571
514111,51-4111.00,Tool and Die Makers,07/2012,0,0,0.4375,0.5625
514191,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",12/2006,0.142857142857143,0,0.285714285714286,0.571428571428571
515111,51-5111.00,Prepress Technicians and Workers,06/2006,0,0,0,1
515112,51-5112.00,Printing Press Operators,07/2012,0,0,0.357142857142857,0.642857142857143
515113,51-5113.00,Print Binding and Finishing Workers,07/2015,0.0769230769230769,0,0.153846153846154,0.769230769230769
516011,51-6011.00,Laundry and Dry-Cleaning Workers,07/2015,0,0.25,0.125,0.625
516021,51-6021.00,"Pressers, Textile, Garment, and Related Materials",06/2007,0,0,0.166666666666667,0.833333333333333
516031,51-6031.00,Sewing Machine Operators,12/2006,0,0,0.0625,0.9375
516041,51-6041.00,Shoe and Leather Workers and Repairers,06/2007,0,0,0.4,0.6
516093,51-6093.00,Upholsterers,06/2007,0,0,0.4,0.6
517011,51-7011.00,Cabinetmakers and Bench Carpenters,07/2015,0,0,0.357142857142857,0.642857142857143
517041,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",07/2013,0,0,0,1
517042,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",07/2015,0,0,0.2,0.8
518021,51-8021.00,Stationary Engineers and Boiler Operators,07/2013,0.0555555555555556,0,0.444444444444444,0.5
518031,51-8031.00,Water and Wastewater Treatment Plant and System Operators,06/2009,0,0,0.142857142857143,0.857142857142857
519041,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",12/2006,0,0,0.230769230769231,0.769230769230769
519051,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",07/2015,0.142857142857143,0,0.142857142857143,0.714285714285714
519061,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",07/2012,0.0909090909090909,0,0.181818181818182,0.727272727272727
519071,51-9071.01,Jewelers,06/2008,0.0487804878048781,0,0.682926829268293,0.268292682926829
519111,51-9111.00,Packaging and Filling Machine Operators and Tenders,06/2010,0,0,0.0625,0.9375
519191,51-9191.00,Adhesive Bonding Machine Operators and Tenders,07/2015,0.0714285714285714,0,0.142857142857143,0.785714285714286
519192,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",06/2007,0,0,0,1
519195,51-9195.03,"Stone Cutters and Carvers, Manufacturing",07/2015,0.0384615384615385,0,0.5,0.461538461538462
519196,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",12/2006,0,0,0.333333333333333,0.666666666666667
519197,51-9197.00,Tire Builders,06/2007,0,0,0,1
519198,51-9198.00,Helpers--Production Workers,07/2015,0,0,0,1
532031,53-2031.00,Flight Attendants,07/2012,0.318181818181818,0.363636363636364,0.0454545454545455,0.272727272727273
533011,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",12/2005,0.5,0.125,0,0.375
534031,53-4031.00,Railroad Conductors and Yardmasters,07/2013,0.357142857142857,0.0714285714285714,0.0714285714285714,0.5
536021,53-6021.00,Parking Lot Attendants,07/2015,0.2,0.5,0,0.3
536031,53-6031.00,Automotive and Watercraft Service Attendants,06/2006,0,0.285714285714286,0,0.714285714285714
536051,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",07/2015,0.181818181818182,0,0.454545454545455,0.363636363636364
536061,53-6061.00,"Transportation Attendants, Except Flight Attendants",07/2015,0.5,0.5,0,0
537021,53-7021.00,Crane and Tower Operators,07/2015,0,0,0.375,0.625
537051,53-7051.00,Industrial Truck and Tractor Operators,07/2013,0,0,0,1
537061,53-7061.00,Cleaners of Vehicles and Equipment,07/2013,0,0,0,1
537062,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",07/2013,0,0,0,1
537063,53-7063.00,Machine Feeders and Offbearers,06/2007,0,0,0,1
537064,53-7064.00,"Packers and Packagers, Hand",07/2011,0,0,0,1
537081,53-7081.00,Refuse and Recyclable Material Collectors,07/2012,0.166666666666667,0,0.0833333333333333,0.75
