O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,ONETOCCSOC_2018
19-3011.01,Environmental Economists,16915,"Conduct research on economic and environmental topics, such as alternative fuel use, public and private land use, soil conservation, air and water pollution control, and endangered species protection.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,19985,"Assess the costs and benefits of various activities, policies, or regulations that affect the environment or natural resource stocks.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16910,Collect and analyze data to compare the environmental implications of economic policy or practice alternatives.,Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16897,"Prepare and deliver presentations to communicate economic and environmental study results, to present policy recommendations, or to raise awareness of environmental consequences.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,19984,Develop programs or policy recommendations to achieve environmental goals in cost-effective ways.,Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16913,"Perform complex, dynamic, and integrated mathematical modeling of ecological, environmental, or economic systems.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16904,Write research proposals and grant applications to obtain private or public funding for environmental and economic studies.,Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16914,Conduct research to study the relationships among environmental problems and patterns of economic production and consumption.,Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16903,"Write social, legal, or economic impact statements to inform decision-makers for natural resource policies, standards, or programs.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16908,"Develop environmental research project plans, including information on budgets, goals, deliverables, timelines, and resource requirements.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16909,"Develop economic models, forecasts, or scenarios to predict future economic and environmental outcomes.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,19986,Develop programs or policy recommendations to promote sustainability and sustainable development.,Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16901,Demonstrate or promote the economic benefits of sound environmental regulations.,Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16906,"Develop systems for collecting, analyzing, and interpreting environmental and economic data.",Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16905,Examine the exhaustibility of natural resources or the long-term costs of environmental rehabilitation.,Core,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16898,Monitor or analyze market and environmental trends.,Supplemental,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16899,Interpret indicators to ascertain the overall health of an environment.,Supplemental,28,07/2012,Occupational Expert,193011
19-3011.01,Environmental Economists,16900,Identify and recommend environmentally-friendly business practices.,Supplemental,28,07/2012,Occupational Expert,193011
19-3051.00,Urban and Regional Planners,18476,"Hold public meetings with government officials, social scientists, lawyers, developers, the public, or special interest groups to formulate, develop, or address issues regarding land use or community plans.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,220,"Design, promote, or administer government plans or policies affecting land use, zoning, public utilities, community facilities, housing, or transportation.",Core,35,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,226,"Advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,222,"Recommend approval, denial, or conditional approval of proposals.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,228,"Discuss with planning officials the purpose of land use projects, such as transportation, conservation, residential, commercial, industrial, or community use.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,227,"Conduct field investigations, surveys, impact studies, or other research to compile and analyze data on economic, social, regulatory, or physical factors affecting land use.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,20523,Determine the effects of regulatory limitations on land use projects.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,19775,"Advocate for sustainability to community groups, government agencies, the general public, or special interest groups.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,230,Mediate community disputes or assist in developing alternative plans or recommendations for programs or projects.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,229,"Keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,20524,Assess the feasibility of land use proposals and identify necessary changes.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,233,Supervise or coordinate the work of urban planning technicians or technologists.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,19778,"Identify opportunities or develop plans for sustainability projects or programs to improve energy efficiency, minimize pollution or waste, or restore natural systems.",Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,225,"Create, prepare, or requisition graphic or narrative reports on land use data, including land area maps overlaid with geographic variables such as population density.",Core,35,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,19777,Evaluate proposals for infrastructure projects or other development for environmental impact or sustainability.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,231,Coordinate work with economic consultants or architects during the formulation of plans or the design of large pieces of infrastructure.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,232,Review and evaluate environmental impact reports pertaining to private or public planning projects or programs.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,19776,Develop plans for public or alternative transportation systems for urban or regional locations to reduce carbon output associated with transportation.,Core,36,07/2014,Occupational Expert,193051
19-3051.00,Urban and Regional Planners,20525,Investigate property availability for purposes of development.,Supplemental,36,07/2014,Occupational Expert,193051
19-4021.00,Biological Technicians,3741,"Conduct research or assist in the conduct of research, including the collection of information and samples, such as blood, water, soil, plants and animals.",Core,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3747,Analyze experimental data and interpret results to write reports and summaries of findings.,Core,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3737,Keep detailed logs of all work-related activities.,Core,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3740,"Use computers, computer-interfaced equipment, robotics or high-technology industrial applications to perform work duties.",Core,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3744,"Clean, maintain and prepare supplies and work areas.",Core,79,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3742,"Set up, adjust, calibrate, clean, maintain, and troubleshoot laboratory and field equipment.",Core,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3748,Measure or weigh compounds and solutions for use in testing or animal feed.,Core,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3739,"Isolate, identify and prepare specimens for examination.",Supplemental,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3746,"Conduct standardized biological, microbiological or biochemical tests and laboratory analyses to evaluate the quantity or quality of physical or chemical substances in food or other products.",Supplemental,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3750,Examine animals and specimens to detect the presence of disease or other problems.,Supplemental,79,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3745,"Participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations.",Supplemental,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3738,Monitor laboratory work to ensure compliance with set standards.,Supplemental,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3743,"Provide technical support and services for scientists and engineers working in fields such as agriculture, environmental science, resource management, biology, and health sciences.",Supplemental,79,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3749,"Monitor and observe experiments, recording production and test data for evaluation by research personnel.",Supplemental,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3752,Feed livestock or laboratory animals.,Supplemental,80,06/2009,Incumbent,194021
19-4021.00,Biological Technicians,3751,"Conduct or supervise operational programs such as fish hatcheries, greenhouses and livestock production programs.",Supplemental,80,06/2009,Incumbent,194021
19-4031.00,Chemical Technicians,1537,"Conduct chemical or physical laboratory tests to assist scientists in making qualitative or quantitative analyses of solids, liquids, or gaseous materials.",Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1541,"Maintain, clean, or sterilize laboratory instruments or equipment.",Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1536,"Set up and conduct chemical experiments, tests, and analyses, using techniques such as chromatography, spectroscopy, physical or chemical separation techniques, or microscopy.",Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1535,Monitor product quality to ensure compliance with standards and specifications.,Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1540,"Prepare chemical solutions for products or processes, following standardized formulas, or create experimental formulas.",Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,18477,"Provide and maintain a safe work environment by participating in safety programs, committees, or teams and by conducting laboratory or plant safety audits.",Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1539,Provide technical support or assistance to chemists or engineers.,Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,20538,Train new employees on topics such as the proper operation of laboratory equipment.,Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1543,Order and inventory materials to maintain supplies.,Core,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1538,Compile and interpret results of tests and analyses.,Supplemental,89,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1544,"Develop or conduct programs of sampling and analysis to maintain quality standards of raw materials, chemical intermediates, or products.",Supplemental,89,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1542,Write technical reports or prepare graphs or charts to document experimental results.,Supplemental,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1545,Direct or monitor other workers producing chemical products.,Supplemental,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1548,Design or fabricate experimental apparatus to develop new products or processes.,Supplemental,91,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1546,"Operate experimental pilot plants, assisting with experimental design.",Supplemental,90,07/2014,Incumbent,194031
19-4031.00,Chemical Technicians,1547,Develop new chemical engineering processes or production techniques.,Supplemental,91,07/2014,Incumbent,194031
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5584,"Complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.",Core,124,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5583,"Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",Core,127,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5587,"Interview clients, review records, and confer with other professionals to evaluate individuals' mental and physical condition and to determine their suitability for participation in a specific program.",Core,128,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5585,"Develop client treatment plans based on research, clinical experience, and client histories.",Core,126,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5586,Review and evaluate clients' progress in relation to measurable goals described in treatment and care plans.,Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5588,Intervene as an advocate for clients or patients to resolve emergency problems in crisis situations.,Core,127,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5591,"Coordinate counseling efforts with mental health professionals or other health professionals, such as doctors, nurses, or social workers.",Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5590,Modify treatment plans to comply with changes in client status.,Core,126,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5592,Attend training sessions to increase knowledge and skills.,Core,126,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5596,Participate in case conferences or staff meetings.,Core,128,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5589,"Provide clients or family members with information about addiction issues and about available services or programs, making appropriate referrals when necessary.",Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5594,Conduct chemical dependency program orientation sessions.,Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5598,"Coordinate activities with courts, probation officers, community services, or other post-treatment agencies.",Core,127,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,18623,Train or supervise student interns or new staff members.,Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5597,Act as liaisons between clients and medical staff.,Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5593,Plan or implement follow-up or aftercare programs for clients to be discharged from treatment programs.,Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,18622,Assess individuals' degree of drug dependency by collecting and analyzing urine samples.,Core,122,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5600,"Instruct others in program methods, procedures, or functions.",Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5595,"Counsel family members to assist them in understanding, dealing with, and supporting clients or patients.",Core,127,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5599,Confer with family members or others close to clients to keep them informed of treatment planning and progress.,Core,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5603,Supervise or direct other workers providing services to clients or patients.,Supplemental,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5601,Follow progress of discharged patients to determine effectiveness of treatments.,Supplemental,125,07/2014,Incumbent,211011
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,5602,"Develop, implement, or evaluate public education, prevention, or health promotion programs, working in collaboration with organizations, institutions, or communities.",Supplemental,125,07/2014,Incumbent,211011
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5605,"Counsel individuals to help them understand and overcome personal, social, or behavioral problems affecting their educational or vocational situations.",Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5608,Provide crisis intervention to students when difficult situations occur at schools.,Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18624,"Confer with parents or guardians, teachers, administrators, and other professionals to discuss children's progress, resolve behavioral, academic, and other problems, and to determine priorities for students and their resource needs.",Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5606,"Maintain accurate and complete student records as required by laws, district policies, and administrative regulations.",Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5611,Prepare students for later educational experiences by encouraging them to explore learning opportunities and to persevere with challenging tasks.,Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18625,"Evaluate students' or individuals' abilities, interests, and personality characteristics using tests, records, interviews, or professional sources.",Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18626,Identify cases of domestic abuse or other family problems and encourage students or parents to seek additional assistance from mental health professionals.,Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18627,"Counsel students regarding educational issues, such as course and program selection, class scheduling and registration, school adjustment, truancy, study habits, and career planning.",Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5633,Provide special services such as alcohol and drug prevention programs and classes that teach students to handle conflicts without resorting to violence.,Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5621,Conduct follow-up interviews with counselees to determine if their needs have been met.,Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5626,"Instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills.",Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18628,"Collaborate with teachers and administrators in the development, evaluation, and revision of school programs and in the preparation of master schedules for curriculum offerings.",Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5625,"Assess needs for assistance such as rehabilitation, financial aid, or additional vocational training, and refer clients to the appropriate services.",Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5623,Prepare reports on students and activities as required by administration.,Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18629,"Observe students during classroom and play activities to evaluate students' performance, behavior, social development, and physical health.",Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5619,Teach classes and present self-help or information sessions on subjects related to education and career planning.,Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5624,Plan and conduct orientation programs and group conferences to promote the adjustment of individuals to new life experiences such as starting college.,Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18630,"Attend meetings, educational conferences, and training workshops and serve on committees.",Core,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18631,"Plan and promote career and employment-related programs and events, such as career planning presentations, work-experience programs, job fairs, and career workshops.",Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18632,Establish and enforce administration policies and rules governing student behavior.,Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5627,"Address community groups, faculty, and staff members to explain available counseling services.",Core,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5631,Review transcripts to ensure that students meet graduation or college entrance requirements and write letters of recommendation.,Supplemental,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5616,"Provide students with information on such topics as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",Supplemental,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5629,"Compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",Supplemental,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5632,"Refer students to degree programs based on interests, aptitudes, or educational assessments.",Supplemental,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5636,"Interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",Supplemental,120,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5639,Refer qualified counselees to employers or employment services for job placement.,Supplemental,121,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18633,Establish contacts with employers to create internship and employment opportunities for students.,Supplemental,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18634,"Plan, direct, and participate in recruitment and enrollment activities.",Supplemental,120,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",18635,"Supervise, train, and direct professional staff and interns.",Supplemental,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5634,"Provide disabled students with assistive devices, supportive technology, and assistance accessing facilities such as restrooms.",Supplemental,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5637,Establish and supervise peer counseling and peer tutoring programs.,Supplemental,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5630,Provide information for teachers and staff members involved in helping students or graduates identify and pursue employment opportunities.,Supplemental,122,06/2010,Incumbent,211012
21-1012.00,"Educational, Guidance, School, and Vocational Counselors",5640,"Sponsor extracurricular activities such as clubs, student organizations, and academic contests.",Supplemental,122,06/2010,Incumbent,211012
21-1013.00,Marriage and Family Therapists,9184,Ask questions that will help clients identify their feelings and behaviors.,Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9185,"Counsel clients on concerns, such as unsatisfactory relationships, divorce and separation, child rearing, home management, and financial difficulties.",Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9186,Encourage individuals and family members to develop and use skills and strategies for confronting their problems in a constructive manner.,Core,57,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9187,"Maintain case files that include activities, progress notes, evaluations, and recommendations.",Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,20232,"Develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues.",Core,57,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9188,"Collect information about clients, using techniques such as testing, interviewing, discussion, and observation.",Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9191,Confer with clients to develop plans for posttreatment activities.,Core,57,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,20233,"Confer with other counselors, doctors, and professionals to analyze individual cases and to coordinate counseling services.",Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9190,"Determine whether clients should be counseled or referred to other specialists in such fields as medicine, psychiatry, and legal aid.",Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9193,Follow up on results of counseling programs and clients' adjustments to determine effectiveness of programs.,Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9199,"Write evaluations of parents and children for use by courts deciding divorce and custody cases, testifying in court if necessary.",Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9194,"Provide instructions to clients on how to obtain help with legal, financial, and other personal issues.",Core,58,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9196,"Provide public education and consultation to other professionals or groups regarding counseling services, issues, and methods.",Core,57,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9195,"Gather information from doctors, schools, social workers, juvenile counselors, law enforcement personnel, and others to make recommendations to courts for resolution of child custody or visitation disputes.",Core,57,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9197,"Supervise other counselors, social service staff, and assistants.",Supplemental,57,07/2012,Incumbent,211013
21-1013.00,Marriage and Family Therapists,9198,Provide family counseling and treatment services to inmates participating in substance abuse programs.,Supplemental,58,07/2012,Incumbent,211013
21-1014.00,Mental Health Counselors,1591,Maintain confidentiality of records relating to clients' treatment.,Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1592,"Encourage clients to express their feelings and discuss what is happening in their lives, helping them to develop insight into themselves or their relationships.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1596,"Collect information about clients through interviews, observation, or tests.",Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18483,Assess patients for risk of suicide attempts.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18484,"Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1594,Prepare and maintain all required treatment records and reports.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1595,"Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1593,Guide clients in the development of skills or strategies for dealing with their problems.,Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,20402,Perform crisis interventions with clients.,Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1598,Develop and implement treatment plans based on clinical experience and knowledge.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1600,"Evaluate clients' physical or mental condition, based on review of client information.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1597,Act as client advocates to coordinate required services or to resolve emergency problems in crisis situations.,Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1606,Modify treatment activities or approaches as needed to comply with changes in clients' status.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1604,Evaluate the effectiveness of counseling programs on clients' progress in resolving identified problems and moving towards defined objectives.,Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1601,"Meet with families, probation officers, police, or other interested parties to exchange necessary information during the treatment process.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1608,Discuss with individual patients their plans for life after leaving therapy.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1599,Collaborate with other staff members to perform clinical assessments or develop treatment plans.,Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1603,"Counsel family members to assist them in understanding, dealing with, or supporting clients or patients.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1610,Monitor clients' use of medications.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1605,"Plan, organize, or lead structured programs of counseling, work, study, recreation, or social activities for clients.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1607,"Learn about new developments in counseling by reading professional literature, attending courses and seminars, or establishing and maintaining contact with other social service agencies.",Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1602,"Refer patients, clients, or family members to community resources or to specialists as necessary.",Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1609,Gather information about community mental health needs or resources that could be used in conjunction with therapy.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18485,"Supervise other counselors, social service staff, assistants, or graduate students.",Supplemental,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1612,Plan or conduct programs to prevent substance abuse or improve community health or counseling services.,Supplemental,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18486,"Coordinate or direct employee workshops, courses, or training about mental health issues.",Supplemental,102,07/2013,Incumbent,211014
21-1015.00,Rehabilitation Counselors,9202,"Prepare and maintain records and case files, including documentation such as clients' personal and eligibility information, services provided, narratives of client contacts, and relevant correspondence.",Core,116,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9205,"Develop rehabilitation plans that fit clients' aptitudes, education levels, physical abilities, and career goals.",Core,116,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9200,Monitor and record clients' progress to ensure that goals and objectives are met.,Core,115,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9201,Confer with clients to discuss their options and goals so that rehabilitation programs and plans for accessing needed services can be developed.,Core,114,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9206,Maintain close contact with clients during job training and placements to resolve problems and evaluate placement adequacy.,Core,114,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9210,"Confer with physicians, psychologists, occupational therapists, and other professionals to develop and implement client rehabilitation programs.",Core,115,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9203,"Arrange for physical, mental, academic, vocational, and other evaluations to obtain information for assessing clients' needs and developing rehabilitation plans.",Core,115,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9204,"Analyze information from interviews, educational and medical records, consultation with other professionals, and diagnostic evaluations to assess clients' abilities, needs, and eligibility for services.",Core,115,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9207,"Develop and maintain relationships with community referral sources, such as schools and community groups.",Core,115,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9208,"Locate barriers to client employment, such as inaccessible work sites, inflexible schedules, and transportation problems, and work with clients to develop strategies for overcoming these barriers.",Core,115,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9211,Develop diagnostic procedures to determine clients' needs.,Core,114,07/2012,Incumbent,211015
21-1015.00,Rehabilitation Counselors,9213,"Collaborate with clients' families to implement rehabilitation plans such as behavioral, residential, social, and employment goals.",Core,116,07/2012,Incumbent,211015
