FeltenDim,Subfield,Topic,Subtask,Dataset,Metric,Model,Metric Performance,Date,EFF Title,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"ViT-Adapter-L (HTC++, BEiTv2 pretrain, multi-scale)",60.9,2022-05-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"DyHead (Swin-L, multi scale, self-training)",60.6,2021-06-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GLEE-Plus,60.6,2023-12-14,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"ViT-Adapter-L (HTC++, BEiT pretrain, multi-scale)",60.4,2022-05-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"GRiT (ViT-H, single-scale testing)",60.4,2022-12-01,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CBNetV2 (Dual-Swin-L HTC, multi-scale)",60.1,2021-07-01,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,PIIP-H6B (DINO),60,2024-06-06,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CBNetV2 (Dual-Swin-L HTC, single-scale)",59.4,2021-07-01,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Focal-L (DyHead, multi-scale)",58.9,2021-07-01,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"DyHead (Swin-L, multi scale)",58.7,2021-06-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Swin-L (HTC++, multi scale)",58.7,2021-03-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Swin-L (HTC++, single scale)",57.7,2021-03-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Cascade Eff-B7 NAS-FPN (1280, self-training Copy Paste, single-scale)",57.3,2020-12-13,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PyCenterNet (Swin-L, multi-scale)",57.1,2022-04-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,dBOT ViT-L (CLIP),56.8,2022-09-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv7-D6 (44 fps),56.6,2022-07-06,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"SOLQ (Swin-L, single scale)",56.5,2021-06-04,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CenterNet2 (Res2Net-101-DCN-BiFPN, self-training, 1560 single-scale)",56.4,2021-03-12,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"ISTR (ResNet50-FPN-3x, single-scale)",56.4,2021-05-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,QueryInst (single-scale),56.1,2021-05-05,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,dBOT ViT-L,56.1,2022-09-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv7-E6 (56 fps),56,2022-07-06,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv4-P7 with TTA,55.8,2020-11-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"DetectoRS (ResNeXt-101-64x4d, multi-scale)",55.7,2020-06-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"YOLOR-D6 (1280, single-scale, 30 fps)",55.4,2021-05-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv4-P6 with TTA,54.9,2020-11-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv7-W6 (84 fps),54.9,2022-07-06,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Cascade Eff-B7 NAS-FPN (1280),54.8,2020-12-13,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"DetectoRS (ResNeXt-101-32x4d, multi-scale)",54.7,2020-06-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GLEE-Lite,54.7,2023-12-14,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"YOLOv4-P6 CSP-P6 (single-scale, 32 fps)",54.3,2020-11-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"SpineNet-190 (1280, with Self-training on OpenImages, single-scale)",54.3,2020-06-11,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"UniverseNet-20.08d (Res2Net-101, DCN, multi-scale)",54.1,2021-03-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"DyHead (ResNeXt-64x4d-101-DCN, multi scale)",54,2021-06-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,dBOT ViT-B (CLIP),53.6,2022-09-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PAA (ResNext-152-32x8d + DCN, multi-scale)",53.5,2020-07-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"LSNet (Res2Net-101+ DCN, multi-scale)",53.5,2021-04-11,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,dBOT ViT-B,53.5,2022-09-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,ResNeSt-200 (multi-scale),53.3,2020-04-19,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Cascade Mask R-CNN (Triple-ResNeXt152, multi-scale)",53.3,2019-09-09,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"DetectoRS (ResNeXt-101-32x4d, single-scale)",53.3,2020-06-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"GFLV2 (Res2Net-101, DCN, multiscale)",53.3,2020-11-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv7-X (114 fps),53.1,2022-07-06,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RelationNet++ (ResNeXt-64x4d-101-DCN),52.7,2020-10-29,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,EfficientDet-D7 (1536),52.6,2019-11-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv4-P5 with TTA,52.5,2020-11-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Deformable DETR (ResNeXt-101+DCN),52.3,2020-10-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GCNet (ResNeXt-101 + DCN + cascade + GC r4),52.3,2020-12-24,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PP-YOLOE-x(CSPRepResNet-x, 640x640, single-scale )",52.2,2022-03-30,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RetinaNet (SpineNet-190, 1280x1280)",52.1,2019-12-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RepPoints v2 (ResNeXt-101, DCN, multi-scale)",52.1,2020-07-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"AC-FPN Cascade R-CNN (X-152-32x8d-FPN-IN5k, multi scale, only CEM)",51.9,2020-05-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"OTA (ResNeXt-101+DCN, multiscale)",51.5,2021-03-26,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"YOLOX-x(Modified CSP v5, 640x640, single-scale)",51.5,2021-07-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PP-YOLOE-l(CSPRepResNet-l, 640x640, single-scale )",51.4,2022-03-30,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv7 (161 fps),51.4,2022-07-06,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"UniverseNet-20.08d (Res2Net-101, DCN, single-scale)",51.3,2021-03-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"TSD(SENet154-DCN,multi-scale)",51.2,2020-03-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOX-X (Modified CSP v5),51.2,2021-07-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,iBOT (ViT-B/16),51.2,2021-11-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RetinaNet (SpineNet-143, 1280x1280)",50.7,2019-12-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"ATSS (ResNetXt-64x4d-101+DCN,multi-scale)",50.7,2019-12-05,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"NAS-FPN (AmoebaNet-D, learned aug)",50.7,2019-06-26,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Boosting R-CNN*,50.7,2022-06-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"GFLV2 (Res2Net-101, DCN)",50.6,2020-11-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"aLRP Loss (ResNext-101-64x4d, DCN, multiscale test)",50.2,2020-09-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"FreeAnchor + SEPC (DCN, ResNext-101-64x4d)",50.1,2020-05-06,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"D2Det (ResNet-101-DCN, multi-scale test)",50.1,2020-06-01,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Dynamic R-CNN (ResNet-101-DCN, multi-scale)",50.1,2020-04-14,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"TSD(ResNet-101-Deformable, Image Pyramid)",49.4,2020-03-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RepPoints v2 (ResNeXt-101, DCN)",49.4,2020-07-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,A2MIM (ViT-B),49.4,2022-05-27,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,iBOT (ViT-S/16),49.4,2021-11-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CPNDet (Hourglass-104, multi-scale)",49.2,2020-07-30,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"GFLV2 (ResNeXt-101, 32x4d, DCN)",49,2020-11-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"aLRP Loss (ResNext-101-64x4d, DCN, single scale)",48.9,2020-09-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PP-YOLOE-m(CSPRepResNet-m, 640x640, single-scale )",48.9,2022-03-30,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"UniverseNet-20.08 (Res2Net-50, DCN, single-scale)",48.8,2021-03-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"SOLQ (ResNet101, single scale)",48.7,2021-06-04,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RetinaNet (SpineNet-96, 1024x1024)",48.6,2019-12-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"TridentNet (ResNet-101-Deformable, Image Pyramid)",48.4,2019-01-07,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GCNet (ResNeXt-101 + DCN + cascade + GC r4),48.4,2019-04-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GFLV2 (ResNet-101-DCN),48.3,2020-11-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Swin-S (RPE w/ GAB),48.23,2023-05-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"GFL (X-101-32x4d-DCN, single-scale)",48.2,2020-06-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"ISTR (ResNet101-FPN-3x, single-scale)",48.1,2021-05-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"YOLOX-Darknet53(Darknet53, 640x640, single-scale)",48,2021-07-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,DAT-S (RetinaNet),47.9,2022-01-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"aLRP Loss (ResNext-101-64x4d, single scale)",47.8,2020-09-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"MatrixNet Corners (ResNet-152, multi-scale)",47.8,2019-08-13,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"SOLQ (ResNet50, single scale)",47.8,2021-06-04,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,DyHead (ResNeXt-64x4d-101),47.7,2021-06-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"SAPD (ResNeXt-101, single-scale)",47.4,2019-11-27,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PANet (ResNeXt-101, multi-scale)",47.4,2018-09-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,HTC (HRNetV2p-W48),47.3,2019-08-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,HTC (ResNeXt-101-FPN),47.1,2019-01-22,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CenterNet511 (Hourglass-104, multi-scale)",47,2019-04-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"MAL (ResNeXt101, multi-scale)",47,2019-12-04,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,ISTR (ResNet50-FPN-3x),46.8,2021-05-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RetinaNet (SpineNet-49, 896x896)",46.7,2019-12-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RPDet (ResNet-101-DCN, multi-scale)",46.5,2019-04-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,HoughNet (MS),46.4,2020-07-05,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PPDet (ResNeXt-101-FPN, multiscale)",46.3,2020-08-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GFLV2 (ResNet-101),46.2,2020-11-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,SNIPER (ResNet-101),46.1,2018-05-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Mask R-CNN (HRNetV2p-W48 + cascade),46.1,2019-08-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,ResNeXt-64x4d-101 NAS-FCOS @128-256 w/improvements,46.1,2019-06-11,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"DCNv2 (ResNet-101, multi-scale)",46,2018-11-27,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Gaussian-FCOS,46,2020-06-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Cascade R-CNN-FPN (ResNet-101, map-guided)",45.9,2019-08-21,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"MAL (ResNeXt101, single-scale)",45.9,2019-12-04,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,CenterMask+VoVNetV2-99 (single-scale),45.8,2019-11-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"D-RFCN + SNIP (DPN-98 with flip, multi-scale)",45.7,2017-11-22,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv4 (CD53),45.5,2020-11-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"AC-FPN Cascade R-CNN(ResNet-101, single scale)",45,2019-04-05,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FreeAnchor (ResNeXt-101),44.8,2019-09-05,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FCOS (ResNeXt-64x4d-101-FPN 4 + improvements),44.7,2019-04-02,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,CenterMask+VoVNet2-57 (single-scale),44.7,2019-11-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"FSAF (ResNeXt-101, multi-scale)",44.6,2019-03-02,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"aLRP Loss (ResNext-101, DCN, 500 scale)",44.6,2020-09-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,CenterMask + X-101-32x8d (single-scale),44.6,2019-11-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RetinaNet (SpineNet-49, 640x640)",44.3,2019-12-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOF-DC5,44.3,2021-03-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GFLV2 (ResNet-50),44.3,2020-11-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"InterNet (ResNet-101-FPN, multi-scale)",44.2,2019-03-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"M2Det (VGG-16, multi-scale)",44.2,2018-11-12,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN (LIP-ResNet-101-MD w FPN),43.9,2019-08-12,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"M2Det (ResNet-101, multi-scale)",43.9,2018-11-12,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv3 @800 + ASFF* (Darknet-53),43.9,2019-11-21,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FoveaBox (ResNeXt-101),43.9,2019-04-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"ExtremeNet (Hourglass-104, multi-scale)",43.7,2019-01-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,YOLOv4-608,43.5,2020-04-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,SNIPER (ResNet-50),43.5,2018-05-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,CenterNet (HRNetV2-W48),43.5,2019-08-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"D-RFCN + SNIP (ResNet-101, multi-scale)",43.4,2017-11-22,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Grid R-CNN (ResNeXt-101-FPN),43.2,2018-11-29,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FCOS (ResNeXt-101-64x4d-FPN),43.2,2019-04-21,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CornerNet-Saccade (Hourglass-104, multi-scale)",43.2,2019-04-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"PP-YOLOE-s(CSPRepResNet-s, 640x640, single-scale )",43.1,2022-03-30,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Libra R-CNN (ResNeXt-101-FPN),43,2019-04-04,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,DyHead (ResNet-50),43,2021-06-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RPDet (ResNet-101-DCN),42.8,2019-04-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"SpineNet-49 (640, RetinaNet, single-scale)",42.8,2019-12-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Cascade R-CNN (ResNet-101-FPN+, cascade)",42.8,2017-12-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Cascade R-CNN,42.8,2019-06-24,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,TridentNet (ResNet-101),42.7,2019-01-07,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FCOS (ResNeXt-32x8d-101-FPN),42.7,2019-04-02,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RetinaMask (ResNeXt-101-FPN-GN),42.6,2019-01-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,TAL + TAP,42.5,2021-08-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN (HRNetV2p-W48),42.4,2019-08-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"HSD (Rest101, 768x768, single-scale test)",42.3,2019-10-01,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CornerNet511 (Hourglass-104, multi-scale)",42.1,2018-08-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FoveaBox (ResNeXt-101),42.1,2019-04-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FCOS (HRNet-W32-5l),42,2019-04-02,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FoveaBox (ResNeXt-101),41.9,2019-04-08,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RefineDet512+ (ResNet-101),41.8,2017-11-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GHM-C + GHM-R (RetinaNet-FPN-ResNeXt-101),41.6,2018-11-13,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CenterNet-DLA (DLA-34, multi-scale)",41.6,2019-04-16,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RetinaNet (SpineNet-49S, 640x640)",41.5,2019-12-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RPDet (ResNet-101),41,2019-04-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"M2Det (VGG-16, single-scale)",41,2018-11-12,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,LeYOLO (Large@768),41,2024-06-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"FSAF (ResNet-101, single-scale)",40.9,2019-03-02,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RetinaNet (ResNeXt-101-FPN),40.8,2017-08-07,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Cascade R-CNN (ResNet-50-FPN+, cascade)",40.6,2017-12-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN (Cascade RPN),40.6,2019-09-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,ResNet-50-DW-DPN (Deformable Kernels),40.6,2019-10-07,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,IoU-Net,40.6,2018-07-30,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FCOS (HRNetV2p-W48),40.5,2019-08-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,ResNet-50-FPN Mask R-CNN + KL Loss + var voting + soft-NMS,40.4,2018-09-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"RDSNet (ResNet-101, RetinaNet, mask, MBRM)",40.3,2019-12-11,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"ExtremeNet (Hourglass-104, single-scale)",40.2,2019-01-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Mask R-CNN (ResNet-101-FPN, CBN)",40.1,2020-02-13,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Fast R-CNN (Cascade RPN),40.1,2019-09-15,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Mask R-CNN (ResNeXt-101-FPN),39.8,2017-03-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,GA-Faster-RCNN,39.8,2019-01-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,ResNet-50 NAS-FCOS @256,39.8,2019-06-11,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,A2MIM (ResNet-50 2x),39.8,2022-05-27,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,FPN (ResNet101 backbone),39.5,2017-08-28,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RetinaMask (ResNet-50-FPN),39.4,2019-01-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,LeYOLO (Medium@640),39.3,2024-06-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,AA-ResNet-10 + RetinaNet,39.2,2019-04-22,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"MAL (ResNet50, single-scale)",39.2,2019-12-04,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RetinaNet (ResNet-101-FPN),39.1,2017-08-07,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Cascade R-CNN (ResNet-101-FPN+),38.8,2017-12-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"M2Det (ResNet-101, single-scale)",38.8,2018-11-12,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,SaccadeNet (DLA-34-DCN),38.5,2020-03-26,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Mask R-CNN (ResNet-101-FPN),38.2,2017-03-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,LeYOLO (Small@640),38.2,2024-06-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,WSMA-Seg,38.1,2019-04-30,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN + FPN + CGD,37.9,2019-07-23,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"CornerNet511 (Hourglass-52, single-scale)",37.8,2018-08-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RefineDet512+ (VGG-16),37.6,2017-11-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,DeformConv-R-FCN (Aligned-Inception-ResNet),37.5,2017-03-17,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN (ImageNet+300M),37.4,2017-07-10,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,"Mask R-CNN (Bottleneck-injected ResNet-50, FPN)",36.9,2020-11-25,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN + TDM,36.8,2016-12-20,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Cascade R-CNN (ResNet-50-FPN+),36.5,2017-12-03,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,RefineDet512 (ResNet-101),36.4,2017-11-18,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN + FPN,36.2,2016-12-09,,
Image Recognition,Medical,2D Classification,Object Detection,COCO test-dev,mAP,Faster R-CNN (Bottleneck-injected ResNet-50 and FPN),35.9,2020-11-25,,
