FeltenDim,Problem,Subproblem,Dataset,Title,Metric,Date,Algorithm,Metric Performance,Source
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Battle Zone,Raw Score,2017-03-10,ES FF (1 hour) noop,16600,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Battle Zone,Raw Score,2017-07-21,C51 noop,28742,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2012-07-14,SARSA,1743,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2012-07-19,Best linear,929.4,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2013-12-19,DQN best,5184,Playing Atari with Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-02-26,Nature DQN,6846,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-07-15,Gorila,3822.1,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-09-22,DQN noop,8627.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-09-22,DQN hs,9743.2,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-11-20,Duel noop,12164,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-11-20,DDQN (tuned) noop,13772.8,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-11-20,Duel hs,14591.3,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-12-08,DDQN (tuned) hs,17417.2,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2015-12-08,Prior+Duel hs,37412.2,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2016-01-06,Prior noop,23384.2,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2016-01-06,Prior hs,31181.3,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2016-02-24,DDQN+Pop-Art noop,8299.4,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2016-04-05,Prior+Duel noop,30276.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2016-04-10,A3C FF (1 day) hs,13235.9,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2016-04-10,A3C FF hs,22707.9,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2016-04-10,A3C LSTM hs,24622.2,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2017-03-10,ES FF (1 hour) noop,744,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Beam Rider,Raw Score,2017-07-21,C51 noop,14074,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2015-09-22,DQN hs,493.4,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2015-09-22,DQN noop,585.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2015-11-20,Duel hs,910.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2015-11-20,DDQN (tuned) noop,1225.4,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2015-11-20,Duel noop,1472.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2015-12-08,DDQN (tuned) hs,1011.1,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2015-12-08,Prior+Duel hs,2178.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2016-01-06,Prior hs,865.9,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2016-01-06,Prior noop,1305.6,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2016-02-24,DDQN+Pop-Art noop,1199.6,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2016-04-05,Prior+Duel noop,3409,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2016-04-10,A3C FF hs,817.9,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2016-04-10,A3C LSTM hs,862.2,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2016-04-10,A3C FF (1 day) hs,1433.4,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2017-03-10,ES FF (1 hour) noop,686,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Berzerk,Raw Score,2017-07-21,C51 noop,1645,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2012-07-14,SARSA,36.4,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2012-07-19,Best linear,43.9,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-02-26,Nature DQN,42.4,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-07-15,Gorila,54,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-09-22,DQN noop,50.4,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-09-22,DQN hs,56.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-11-20,Duel noop,65.5,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-11-20,Duel hs,65.7,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-11-20,DDQN (tuned) noop,68.1,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-12-08,Prior+Duel hs,50.4,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2015-12-08,DDQN (tuned) hs,69.6,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2016-01-06,Prior noop,47.9,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2016-01-06,Prior hs,52,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2016-02-24,DDQN+Pop-Art noop,102.1,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2016-04-05,Prior+Duel noop,46.7,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2016-04-10,A3C FF hs,35.1,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2016-04-10,A3C FF (1 day) hs,36.2,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2016-04-10,A3C LSTM hs,41.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2017-03-10,ES FF (1 hour) noop,30,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Bowling,Raw Score,2017-07-21,C51 noop,81.8,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2012-07-14,SARSA,9.8,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2012-07-19,Best linear,44,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-02-26,Nature DQN,71.8,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-07-15,Gorila,74.2,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-09-22,DQN hs,70.3,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-09-22,DQN noop,88,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-11-20,Duel hs,77.3,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-11-20,DDQN (tuned) noop,91.6,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-11-20,Duel noop,99.4,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-12-08,DDQN (tuned) hs,73.5,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2015-12-08,Prior+Duel hs,79.2,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2016-01-06,Prior hs,72.3,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2016-01-06,Prior noop,95.6,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2016-02-24,DDQN+Pop-Art noop,99.3,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2016-04-05,Prior+Duel noop,98.9,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2016-04-10,A3C FF (1 day) hs,33.7,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2016-04-10,A3C LSTM hs,37.3,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2016-04-10,A3C FF hs,59.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2017-03-10,ES FF (1 hour) noop,49.8,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Boxing,Raw Score,2017-07-21,C51 noop,97.8,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2012-07-14,SARSA,6.1,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2012-07-19,Best linear,5.2,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2013-12-19,DQN best,225,Playing Atari with Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-02-26,Nature DQN,401.2,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-07-15,Gorila,313,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-09-22,DQN hs,354.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-09-22,DQN noop,385.5,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-11-20,Duel noop,345.3,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-11-20,Duel hs,411.6,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-11-20,DDQN (tuned) noop,418.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-12-08,Prior+Duel hs,354.6,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2015-12-08,DDQN (tuned) hs,368.9,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2016-01-06,Prior hs,343,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2016-01-06,Prior noop,373.9,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2016-02-24,DDQN+Pop-Art noop,344.1,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2016-04-05,Prior+Duel noop,366,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2016-04-10,A3C FF (1 day) hs,551.6,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2016-04-10,A3C FF hs,681.9,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2016-04-10,A3C LSTM hs,766.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2017-03-10,ES FF (1 hour) noop,9.5,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Breakout,Raw Score,2017-07-21,C51 noop,748,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2012-07-14,SARSA,4647,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2012-07-19,Best linear,8803,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-02-26,Nature DQN,8309,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-07-15,Gorila,6296.9,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-09-22,DQN hs,3973.9,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-09-22,DQN noop,4657.7,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-11-20,Duel hs,4881,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-11-20,DDQN (tuned) noop,5409.4,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-11-20,Duel noop,7561.4,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-12-08,DDQN (tuned) hs,3853.5,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2015-12-08,Prior+Duel hs,5570.2,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2016-01-06,Prior hs,3489.1,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2016-01-06,Prior noop,4463.2,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2016-02-24,DDQN+Pop-Art noop,49065.8,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2016-04-05,Prior+Duel noop,7687.5,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2016-04-10,A3C LSTM hs,1997,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2016-04-10,A3C FF (1 day) hs,3306.5,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2016-04-10,A3C FF hs,3755.8,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2017-03-10,ES FF (1 hour) noop,7783.9,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Centipede,Raw Score,2017-07-21,C51 noop,9646,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2012-07-14,SARSA,16.9,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2012-07-19,Best linear,1582,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-02-26,Nature DQN,6687,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-07-15,Gorila,3191.8,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-09-22,DQN hs,5017,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-09-22,DQN noop,6126,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-11-20,Duel hs,3784,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-11-20,DDQN (tuned) noop,5809,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Deep Reinforcement Learning with Double Q-learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-11-20,Duel noop,11215,Dueling Network Architectures for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-12-08,DDQN (tuned) hs,3495,Deep Reinforcement Learning with Double Q-learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2015-12-08,Prior+Duel hs,8058,Deep Reinforcement Learning with Double Q-learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2016-01-06,Prior hs,4635,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2016-01-06,Prior noop,8600,Prioritized Experience Replay
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2016-02-24,DDQN+Pop-Art noop,775,Learning functions across many orders of magnitudes
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2016-04-05,Prior+Duel noop,13185,Dueling Network Architectures for Deep Reinforcement Learning (algorithm from Prioritized Experience Replay)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2016-04-10,A3C FF (1 day) hs,4669,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2016-04-10,A3C FF hs,7021,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2016-04-10,A3C LSTM hs,10150,Asynchronous Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2017-03-10,ES FF (1 hour) noop,3710,Evolution Strategies as a Scalable Alternative to Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Chopper Command,Raw Score,2017-07-21,C51 noop,15600,A Distributional Perspective on Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2012-07-14,SARSA,149.8,Investigating Contingency Awareness Using Atari 2600 Games
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2012-07-19,Best linear,23411,The Arcade Learning Environment: An Evaluation Platform for General Agents
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-02-26,Nature DQN,114103,Human-level control through deep reinforcement learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-07-15,Gorila,65451,Massively Parallel Methods for Deep Reinforcement Learning
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-09-22,DQN hs,98128,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
Real-Time Video Games,Game Playing,Real-Time Video Games,Atari,Atari 2600 Crazy Climber,Raw Score,2015-09-22,DQN noop,110763,Deep Reinforcement Learning with Double Q-learning (algorithm from Human-level control through deep reinforcement learning)
